time,지역,가게이름,아이디,주문내용,댓글,맛,양,배달,사진주소,sajang,ko_text,token_review,tagging,Noun,Adverb,Number,Verb,Adjective
2021년 10월 26일,권선동,BBQ-수원매산세류점,ch**님,"황금올리브치킨/1(추가메뉴(비비소스추가,양념소스추가))",맛있어요~그리고 맛도 맛인데 배달기사님이 세상 친절하셨어요ㅠㅠ배달대행 기사분이 너무 친절하셔서 더 기분좋게 맛있게 먹었어요!!!!,5,5,5,https://rev-static.yogiyo.co.kr/460d2bed95868a651fc23ef5695139bd_tn.jpg,중에 매산세류점이 제일 맛있다는 칭찬 너무 너무 감사드립니다저희 지점에 전 제품개발및 관리 팀장님께서 관리하고 계시거든요전제품을 메뉴얼에 입각하여 정성스럽게 조리되고 관리되고 있습니다고객님이 하면 저희 매산세류점이 떠오를수 있도록늘 제대로된 맛있는 치킨을 전송해드리겠습니다그리고 고객님의 의견을 항상 소중하게 새기고 손익보단고객만족을 더 중요하게 생각하겠습니다그리고 배달대행 기사님이 친절하셔서 너무 다행이네요 항상 건강하시고 오늘도 즐거운 날 되세요 감사합니다,맛있어요그리고 맛도 맛인데 배달기사님이 세상 친절하셨어요ㅠㅠ배달대행 기사분이 너무 친절하셔서 더 기분좋게 맛있게 먹었어요,"['맛있어요', '그리고', '맛', '도', '맛', '인데', '배달', '기사', '님', '이', '세상', '친절하셨어요', 'ㅠㅠ', '배달', '대행', '기사', '분', '이', '너무', '친절하셔서', '더', '기분', '좋게', '맛있게', '먹었어요']","[('맛있어요', 'Adjective'), ('그리고', 'Conjunction'), ('맛', 'Noun'), ('도', 'Josa'), ('맛', 'Noun'), ('인데', 'Josa'), ('배달', 'Noun'), ('기사', 'Noun'), ('님', 'Suffix'), ('이', 'Josa'), ('세상', 'Noun'), ('친절하셨어요', 'Adjective'), ('ㅠㅠ', 'KoreanParticle'), ('배달', 'Noun'), ('대행', 'Noun'), ('기사', 'Noun'), ('분', 'Suffix'), ('이', 'Josa'), ('너무', 'Adverb'), ('친절하셔서', 'Adjective'), ('더', 'Noun'), ('기분', 'Noun'), ('좋게', 'Adjective'), ('맛있게', 'Adjective'), ('먹었어요', 'Verb')]","['맛', '맛', '배달', '기사', '세상', '배달', '대행', '기사', '더', '기분']",",너무",,",먹었어요",",맛있어요,친절하셨어요,친절하셔서,좋게,맛있게"
2021년 11월 02일,권선동,BBQ-수원매산세류점,dk**님,"황금올리브 반마리/1,핫크리스피 반마리/1",핫후라이드 반 ~ 황금올리브 반! 맛있어용,5,5,5,https://rev-static.yogiyo.co.kr/4a4f8950b87720ad2605a8a36c7df9cf_tn.jpg,님저희 제품을 이용해주시고 최고의 별점과 멋진리뷰 정말정말 감사드립니다늦지않게 따뜻하게 제품이 도착한것 같아 다행입니다저희 매산세류점은 품질을 최우선으로 생각하고 업무 하고 있습니다 본사 상품담당 총괄 이사님으로 근무하시던 분이 매장에서 직접 조리하고계시기 때문에 품질은 타점포대비 월등하다고 자부 합니다앞으로도 더 잘하는  매산세류점이 되도록 하겠으며 다음번 주문 시아이디와 리뷰이벤트라고 적어 주시면 서비스 보내드리겠습니다항상 건강하시고 늘 기분좋은 일만 함께 하시길 바랍니다,핫후라이드 반  황금올리브 반 맛있어용,"['핫', '후라이드', '반', '황금', '올리브', '반', '맛있어용']","[('핫', 'Noun'), ('후라이드', 'Noun'), ('반', 'Noun'), ('황금', 'Noun'), ('올리브', 'Noun'), ('반', 'Noun'), ('맛있어용', 'Adjective')]","['핫', '후라이드', '반', '황금', '올리브', '반']",,,,",맛있어용"
2021년 11월 02일,권선동,BBQ-수원매산세류점,jw**님,"황올한 깐풍순살/1,맥주 1,000CC/1",맛있습니다맛ㅇㅆ어오,5,5,5,이미지는 없어요,님 중에 매산세류점 치킨을 맛있게 드셨다는 칭찬 너무 너무 감사드립니다저희 지점에 전 제품개발및 관리 팀장님께서 관리하고 계시거든요전제품을 메뉴얼에 입각하여 정성스럽게 조리되고 관리되고 있습니다언제든지 필요한 사항있으면 요청해주시면 성심성의껏경청하고 꼭 조치해드리겠습니다ㅎㅎ저희의 기쁨입니다오늘도 행복하고 즐거운 날 되세요매산세류점 점주올림,맛있습니다맛ㅇㅆ어오,"['맛있습니다', '맛', 'ㅇㅆ', '어오']","[('맛있습니다', 'Adjective'), ('맛', 'Noun'), ('ㅇㅆ', 'KoreanParticle'), ('어오', 'Noun')]","['맛', '어오']",,,,",맛있습니다"
2021년 11월 02일,권선동,BBQ-수원매산세류점,98**님,"황올한 깐풍치킨 반마리/1,BBQ닭껍데기/2",시간정확하고 맛도있습니다. 서비스도 잘잗았슺니다.,5,5,5,https://rev-static.yogiyo.co.kr/72749b986d388431b5846d34d7065bc1_tn.jpg,님 중에 매산세류점 치킨을 맛있게 드셨다는 칭찬 너무 너무 감사드립니다저희 지점에 전 제품개발및 관리 팀장님께서 관리하고 계시거든요전제품을 메뉴얼에 입각하여 정성스럽게 조리되고 관리되고 있습니다언제든지 필요한 사항있으면 요청해주시면 성심성의껏경청하고 꼭 조치해드리겠습니다ㅎㅎ저희의 기쁨입니다오늘도 행복하고 즐거운 날 되세요매산세류점 점주올림,시간정확하고 맛도있습니다 서비스도 잘잗았슺니다,"['시간', '정확하고', '맛', '도', '있습니다', '서비스', '도', '잘잗았슺니', '다']","[('시간', 'Noun'), ('정확하고', 'Adjective'), ('맛', 'Noun'), ('도', 'Josa'), ('있습니다', 'Adjective'), ('서비스', 'Noun'), ('도', 'Josa'), ('잘잗았슺니', 'Noun'), ('다', 'Josa')]","['시간', '맛', '서비스', '잘잗았슺니']",,,,",정확하고,있습니다"
2021년 11월 02일,권선동,BBQ-수원매산세류점,ba**님,"황금올리브치킨/1(추가메뉴(양념소스추가)),맥주 1,000CC/1",좋아요좋아요좋아욪ㅎㅎㅎㅎㅎㅎㅎ,5,5,5,이미지는 없어요,저희 치킨의 맛있는 황올을 주문해주시고 소중한 시간내주셔서 리뷰와 그리고 최고의 별점으로 응원해주셔서 너무 감동입니다맛있었다는 리뷰 너무 힘이 납니다감사합니다앞으로도 고객님이 맛있는 치킨이 생각날때 항상 곁에 있겠습니다정말 맛있는 치킨만 보내드릴께요ㅎㅎ항상 건강유의하시고요 즐거운 날 되세요매산세류점 점주 올림,좋아요좋아요좋아욪ㅎㅎㅎㅎㅎㅎㅎ,"['좋아요', '좋아요', '좋아', '욪', 'ㅎㅎㅎㅎㅎㅎㅎ']","[('좋아요', 'Adjective'), ('좋아요', 'Adjective'), ('좋아', 'Adjective'), ('욪', 'Noun'), ('ㅎㅎㅎㅎㅎㅎㅎ', 'KoreanParticle')]",['욪'],,,,",좋아요,좋아요,좋아"
2021년 11월 02일,권선동,BBQ-수원매산세류점,cy**님,황금올리브닭다리/1(추가메뉴(고구마치즈볼)),맛있게 잘 먹었습니다,5,5,5,https://rev-static.yogiyo.co.kr/f94c3eac4b31e33426f3880124997484_tn.jpg,저희 제품을 이용해주시고 최고의 별점과 멋진리뷰 정말정말 감사드립니다늦지않게 따뜻하게 제품이 도착한것 같아 다행입니다저희 매산세류점은 품질을 최우선으로 생각하고 업무 하고 있습니다 본사 상품담당 총괄 이사님으로 근무하시던 분이 매장에서 직접 조리하고계시기 때문에 품질은 타점포대비 월등하다고 자부 합니다앞으로도 더 잘하는  매산세류점이 되도록 하겠으며 다음번 주문 시 아이디와 리뷰이벤트라고 적어 주시면 서비스 보내드리겠습니다항상 건강하시고 늘 기분좋은 일만 함께 하시길 바랍니다,맛있게 잘 먹었습니다,"['맛있게', '잘', '먹었습니다']","[('맛있게', 'Adjective'), ('잘', 'Verb'), ('먹었습니다', 'Verb')]",[],,,",잘,먹었습니다",",맛있게"
2021년 11월 02일,권선동,BBQ-수원매산세류점,si**님,황금올리브치킨/1(추가메뉴(케이준감자)),황금올리브가 역시 젤 맛있네요ㅎㅎ 감자튀김도 맛있어요!,5,5,5,https://rev-static.yogiyo.co.kr/6fda8f120b511160fad4db006f990b4c_tn.jpg,님 저희 치킨을 이용해주셔서 너무너무 감사드립니다소중한 시간 내주셔서 최고의 별점으로 응원해주셔서 너무 너무 감동입니다앞으로도 고객님이 맛있는 치킨이 생각나실때 믿고 찾으실수 있도록정말 최선을 다해 노력하겠습니다다음주문시 아이디와 리뷰이벤트 선물선택해서  적어주시면 이벤트 선물 같이보내드릴께요항상 건강유의 하시고 오늘도 즐거운 하루 보내세요매산세류점 점주 올림,황금올리브가 역시 젤 맛있네요ㅎㅎ 감자튀김도 맛있어요,"['황금', '올리브', '가', '역시', '젤', '맛있네요', 'ㅎㅎ', '감자', '튀김', '도', '맛있어요']","[('황금', 'Noun'), ('올리브', 'Noun'), ('가', 'Josa'), ('역시', 'Noun'), ('젤', 'Noun'), ('맛있네요', 'Adjective'), ('ㅎㅎ', 'KoreanParticle'), ('감자', 'Noun'), ('튀김', 'Noun'), ('도', 'Josa'), ('맛있어요', 'Adjective')]","['황금', '올리브', '역시', '젤', '감자', '튀김']",,,,",맛있네요,맛있어요"
2021년 11월 02일,권선동,BBQ-수원매산세류점,   손님,황금올리브양념＋콜라1.25/1,오랫만에 먹어서인지 맛있게 먹었어요.,5,5,5,이미지는 없어요,손님님 저희 매산세류점 단골고객님의 리뷰 칭찬은 너무 행복한 에너지 입니다늘 진심으로 감사하다는 말 전해드립니다앞으로도 더 맛있고 더 좋은 서비스로 고객님 치킨을책임지겠습니다늘 기분좋은일이 고객님과 함께 하시길 바랍니다또 뵙겠습니다고객님매산세류점 점주 올림,오랫만에 먹어서인지 맛있게 먹었어요,"['오랫', '만', '에', '먹어서', '인지', '맛있게', '먹었어요']","[('오랫', 'Modifier'), ('만', 'Noun'), ('에', 'Josa'), ('먹어서', 'Verb'), ('인지', 'Noun'), ('맛있게', 'Adjective'), ('먹었어요', 'Verb')]","['만', '인지']",,,",먹어서,먹었어요",",맛있게"
2021년 11월 02일,권선동,BBQ-수원매산세류점,ju**님,황금올리브닭다리/1,역시 말할필요없이 맛잇네요고민여지가 없어요,5,5,5,https://rev-static.yogiyo.co.kr/ebd514b7f137b76330811ab7f1ab4930_tn.jpg,저희 제품을 이용해주시고 최고의 별점과 멋진리뷰 정말정말 감사드립니다늦지않게 따뜻하게 제품이 도착한것 같아 다행입니다저희 매산세류점은 품질을 최우선으로 생각하고 업무 하고 있습니다 본사 상품담당 총괄 이사님으로 근무하시던 분이 매장에서 직접 조리하고계시기 때문에 품질은 타점포대비 월등하다고 자부 합니다앞으로도 더 잘하는  매산세류점이 되도록 하겠으며 다음번 주문 시 아이디외 리뷰이벤트라고 적어 주시면 치즈볼 서비스 보내드리겠습니다항상 건강하시고 늘 기분좋은 일만 함께 하시길 바랍니다,역시 말할필요없이 맛잇네요고민여지가 없어요,"['역시', '말', '할', '필요없이', '맛', '잇네요', '고민', '여지', '가', '없어요']","[('역시', 'Noun'), ('말', 'Noun'), ('할', 'Verb'), ('필요없이', 'Adjective'), ('맛', 'Noun'), ('잇네요', 'Verb'), ('고민', 'Noun'), ('여지', 'Noun'), ('가', 'Josa'), ('없어요', 'Adjective')]","['역시', '말', '맛', '고민', '여지']",,,",할,잇네요",",필요없이,없어요"
2021년 11월 02일,권선동,BBQ-수원매산세류점,qn**님,핫황올 블랙페퍼 닭다리/1,평소에도 시켜먹는데 리뷰이벤트 참여하려구 사진찍어봤어요역시 JMT,5,5,5,https://rev-static.yogiyo.co.kr/9cf2b37950f7b7b5d18388917eb701be_tn.jpg,님 저희 매산세류점 단골고객님의 리뷰 칭찬은 너무 행복한 에너지 입니다늘 진심으로 감사하다는 말 전해드립니다앞으로도 더 맛있고 더 좋은 서비스로 고객님 치킨을책임지겠습니다늘 기분좋은일이 고객님과 함께 하시길 바랍니다또 뵙겠습니다고객님매산세류점 점주 올림,평소에도 시켜먹는데 리뷰이벤트 참여하려구 사진찍어봤어요역시 ,"['평소', '에도', '시켜', '먹는데', '리뷰', '이벤트', '참여', '하려구', '사진', '찍어', '봤어요', '역시']","[('평소', 'Noun'), ('에도', 'Josa'), ('시켜', 'Verb'), ('먹는데', 'Verb'), ('리뷰', 'Noun'), ('이벤트', 'Noun'), ('참여', 'Noun'), ('하려구', 'Verb'), ('사진', 'Noun'), ('찍어', 'Verb'), ('봤어요', 'Verb'), ('역시', 'Noun')]","['평소', '리뷰', '이벤트', '참여', '사진', '역시']",,,",시켜,먹는데,하려구,찍어,봤어요",
2021년 11월 02일,권선동,BBQ-수원매산세류점,ls**님,황금올리브닭다리/1,너무 친절하시고 너무 맛있어요!!,5,5,5,https://rev-static.yogiyo.co.kr/8435f6228a9aea4c8048bdf5cce94d13_tn.jpg,님 중에 매산세류점 치킨을 맛있게 드셨다는 칭찬 너무 너무 감사드립니다저희 지점에 전 제품개발및 관리 팀장님께서 관리하고 계시거든요전제품을 메뉴얼에 입각하여 정성스럽게 조리되고 관리되고 있습니다언제든지 필요한 사항있으면 요청해주시면 성심성의껏경청하고 꼭 조치해드리겠습니다ㅎㅎ저희의 기쁨입니다오늘도 행복하고 즐거운 날 되세요매산세류점 점주올림,너무 친절하시고 너무 맛있어요,"['너무', '친절하시고', '너무', '맛있어요']","[('너무', 'Adverb'), ('친절하시고', 'Adjective'), ('너무', 'Adverb'), ('맛있어요', 'Adjective')]",[],",너무,너무",,,",친절하시고,맛있어요"
2021년 11월 02일,권선동,BBQ-수원매산세류점,wo**님,"황금올리브닭다리/1,오감볼/1",음식이좀 식어서배달더ㅐ서 눅늑해지만 맛잇엇어요,5,4,4,https://rev-static.yogiyo.co.kr/458f87f202af75487d37086180389fa0_tn.jpg,님 아이고 음식이눅눅해져서너무너무 송구합니다수원시내 배달이많은 날이면 아무래도 배달기사가 늦게 도착하기는 하지만 그건 핑계에 불과할 듯 합니다  앞으로는 절대 늦는일 없도록 최선을 다하겠습니다다시한번 송구하다는 말씀 올립니다   항상 건강하시고 행복하시길 기도 드립니다감사합니다  꾸뻑,음식이좀 식어서배달더ㅐ서 눅늑해지만 맛잇엇어요,"['음식', '이', '좀', '식어서', '배달', '더', 'ㅐ', '서', '눅늑해', '지만', '맛잇엇어', '요']","[('음식', 'Noun'), ('이', 'Josa'), ('좀', 'Noun'), ('식어서', 'Verb'), ('배달', 'Noun'), ('더', 'Noun'), ('ㅐ', 'KoreanParticle'), ('서', 'Verb'), ('눅늑해', 'Noun'), ('지만', 'Josa'), ('맛잇엇어', 'Noun'), ('요', 'Josa')]","['음식', '좀', '배달', '더', '눅늑해', '맛잇엇어']",,,",식어서,서",
2021년 11월 02일,권선동,BBQ-수원매산세류점,sh**님,"황올 엉치치킨 6조각/1,오징어튀김/1,모둠감자튀김/1",맛있게 잘 먹었습니다 감사합니다,5,5,5,이미지는 없어요,님 매산세류점 단골고객님의 리뷰는 언제나 기분이 좋습니다저희 치킨 맛있게 드셨다니 넘 행복합니다매산세류점 늘 맛있다는 칭찬에 기분업입니다더욱더 책임감을 가지고 초심을 잃지 않고 더욱더 노력 하겠습니다항상 좋은 고객님들과 나누고 소통하고 고객님들만 생각하면서 일하겠습니다언제나 치킨이 생각날때 찾아주세요맛있는 치킨으로 보답드리겠습니다오늘도 즐거운 날 되세요매산세류점 점주 올림,맛있게 잘 먹었습니다 감사합니다,"['맛있게', '잘', '먹었습니다', '감사합니다']","[('맛있게', 'Adjective'), ('잘', 'Verb'), ('먹었습니다', 'Verb'), ('감사합니다', 'Verb')]",[],,,",잘,먹었습니다,감사합니다",",맛있게"
2021년 11월 02일,권선동,BBQ-수원매산세류점,tj**님,핫황금올리브 크리스피/1,너무 맛있어요👍👍👍,5,5,5,https://rev-static.yogiyo.co.kr/2e79aa2a32e7704230e8f0aebaf77081_tn.jpg,님 저희 엑스트라 버진 올리브유는 겉이 바삭하고 안은 부드럽고 고소함이 가장 큰 장점입니다특히 크리스피는 프리더스팅이라는 사전 공정이 추가되어 바삭함이 더 뛰어납니다앞으로도 바삭하고 매콤한 치킨을 생각나시면 또 찾아주세요정성스레 조리해서 맛있게 전송해드릴께요후라이드는 가 제일이라는 자부심으로 질좋은 재료와 질좋은 올리브유를 항상 유지 하도록 최선의 노력을 다하겠습니다또 뵙겠습니다매산세류점 점주 올림,너무 맛있어요,"['너무', '맛있어요']","[('너무', 'Adverb'), ('맛있어요', 'Adjective')]",[],",너무",,,",맛있어요"
