크롤링시간,지역,가게이름,아이디,몇시간전,주문내용,댓글,맛,양,배달,사장,사진주소
2021년 10월 25일,권선동,BBQ-수원매산세류점,cy**님,2021년 10월 25일,황금올리브닭다리/1(추가메뉴(고구마치즈볼)),맛있게 잘 먹었습니다,5,5,5,저희 제품을 이용해주시고 최고의 별점과 멋진리뷰 정말정말 감사드립니다늦지않게 따뜻하게 제품이 도착한것 같아 다행입니다저희 매산세류점은 품질을 최우선으로 생각하고 업무 하고 있습니다 본사 상품담당 총괄 이사님으로 근무하시던 분이 매장에서 직접 조리하고계시기 때문에 품질은 타점포대비 월등하다고 자부 합니다앞으로도 더 잘하는  매산세류점이 되도록 하겠으며 다음번 주문 시 아이디와 리뷰이벤트라고 적어 주시면 서비스 보내드리겠습니다항상 건강하시고 늘 기분좋은 일만 함께 하시길 바랍니다,https://rev-static.yogiyo.co.kr/f94c3eac4b31e33426f3880124997484_tn.jpg
2021년 10월 24일,권선동,BBQ-수원매산세류점,si**님,2021년 10월 24일,황금올리브치킨/1(추가메뉴(케이준감자)),황금올리브가 역시 젤 맛있네요ㅎㅎ 감자튀김도 맛있어요!,5,5,5,님 저희 치킨을 이용해주셔서 너무너무 감사드립니다소중한 시간 내주셔서 최고의 별점으로 응원해주셔서 너무 너무 감동입니다앞으로도 고객님이 맛있는 치킨이 생각나실때 믿고 찾으실수 있도록정말 최선을 다해 노력하겠습니다다음주문시 아이디와 리뷰이벤트 선물선택해서  적어주시면 이벤트 선물 같이보내드릴께요항상 건강유의 하시고 오늘도 즐거운 하루 보내세요매산세류점 점주 올림,https://rev-static.yogiyo.co.kr/6fda8f120b511160fad4db006f990b4c_tn.jpg
2021년 10월 24일,권선동,BBQ-수원매산세류점,   손님,2021년 10월 24일,황금올리브양념＋콜라1.25/1,오랫만에 먹어서인지 맛있게 먹었어요.,5,5,5,손님님 저희 매산세류점 단골고객님의 리뷰 칭찬은 너무 행복한 에너지 입니다늘 진심으로 감사하다는 말 전해드립니다앞으로도 더 맛있고 더 좋은 서비스로 고객님 치킨을책임지겠습니다늘 기분좋은일이 고객님과 함께 하시길 바랍니다또 뵙겠습니다고객님매산세류점 점주 올림,이미지는 없어요
2021년 10월 24일,권선동,BBQ-수원매산세류점,ju**님,2021년 10월 24일,황금올리브닭다리/1,역시 말할필요없이 맛잇네요고민여지가 없어요,5,5,5,저희 제품을 이용해주시고 최고의 별점과 멋진리뷰 정말정말 감사드립니다늦지않게 따뜻하게 제품이 도착한것 같아 다행입니다저희 매산세류점은 품질을 최우선으로 생각하고 업무 하고 있습니다 본사 상품담당 총괄 이사님으로 근무하시던 분이 매장에서 직접 조리하고계시기 때문에 품질은 타점포대비 월등하다고 자부 합니다앞으로도 더 잘하는  매산세류점이 되도록 하겠으며 다음번 주문 시 아이디외 리뷰이벤트라고 적어 주시면 치즈볼 서비스 보내드리겠습니다항상 건강하시고 늘 기분좋은 일만 함께 하시길 바랍니다,https://rev-static.yogiyo.co.kr/ebd514b7f137b76330811ab7f1ab4930_tn.jpg
2021년 10월 24일,권선동,BBQ-수원매산세류점,qn**님,2021년 10월 24일,핫황올 블랙페퍼 닭다리/1,평소에도 시켜먹는데 리뷰이벤트 참여하려구 사진찍어봤어요역시 JMT,5,5,5,님 저희 매산세류점 단골고객님의 리뷰 칭찬은 너무 행복한 에너지 입니다늘 진심으로 감사하다는 말 전해드립니다앞으로도 더 맛있고 더 좋은 서비스로 고객님 치킨을책임지겠습니다늘 기분좋은일이 고객님과 함께 하시길 바랍니다또 뵙겠습니다고객님매산세류점 점주 올림,https://rev-static.yogiyo.co.kr/9cf2b37950f7b7b5d18388917eb701be_tn.jpg
2021년 10월 24일,권선동,BBQ-수원매산세류점,ls**님,2021년 10월 24일,황금올리브닭다리/1,너무 친절하시고 너무 맛있어요!!,5,5,5,님 중에 매산세류점 치킨을 맛있게 드셨다는 칭찬 너무 너무 감사드립니다저희 지점에 전 제품개발및 관리 팀장님께서 관리하고 계시거든요전제품을 메뉴얼에 입각하여 정성스럽게 조리되고 관리되고 있습니다언제든지 필요한 사항있으면 요청해주시면 성심성의껏경청하고 꼭 조치해드리겠습니다ㅎㅎ저희의 기쁨입니다오늘도 행복하고 즐거운 날 되세요매산세류점 점주올림,https://rev-static.yogiyo.co.kr/8435f6228a9aea4c8048bdf5cce94d13_tn.jpg
2021년 10월 23일,권선동,BBQ-수원매산세류점,wo**님,2021년 10월 23일,"황금올리브닭다리/1,오감볼/1",음식이좀 식어서배달더ㅐ서 눅늑해지만 맛잇엇어요,5,4,4,님 아이고 음식이눅눅해져서너무너무 송구합니다수원시내 배달이많은 날이면 아무래도 배달기사가 늦게 도착하기는 하지만 그건 핑계에 불과할 듯 합니다  앞으로는 절대 늦는일 없도록 최선을 다하겠습니다다시한번 송구하다는 말씀 올립니다   항상 건강하시고 행복하시길 기도 드립니다감사합니다  꾸뻑,https://rev-static.yogiyo.co.kr/458f87f202af75487d37086180389fa0_tn.jpg
2021년 10월 23일,권선동,BBQ-수원매산세류점,sh**님,2021년 10월 23일,"황올 엉치치킨 6조각/1,오징어튀김/1,모둠감자튀김/1",맛있게 잘 먹었습니다 감사합니다,5,5,5,님 매산세류점 단골고객님의 리뷰는 언제나 기분이 좋습니다저희 치킨 맛있게 드셨다니 넘 행복합니다매산세류점 늘 맛있다는 칭찬에 기분업입니다더욱더 책임감을 가지고 초심을 잃지 않고 더욱더 노력 하겠습니다항상 좋은 고객님들과 나누고 소통하고 고객님들만 생각하면서 일하겠습니다언제나 치킨이 생각날때 찾아주세요맛있는 치킨으로 보답드리겠습니다오늘도 즐거운 날 되세요매산세류점 점주 올림,이미지는 없어요
2021년 10월 23일,권선동,BBQ-수원매산세류점,tj**님,2021년 10월 23일,핫황금올리브 크리스피/1,너무 맛있어요👍👍👍,5,5,5,님 저희 엑스트라 버진 올리브유는 겉이 바삭하고 안은 부드럽고 고소함이 가장 큰 장점입니다특히 크리스피는 프리더스팅이라는 사전 공정이 추가되어 바삭함이 더 뛰어납니다앞으로도 바삭하고 매콤한 치킨을 생각나시면 또 찾아주세요정성스레 조리해서 맛있게 전송해드릴께요후라이드는 가 제일이라는 자부심으로 질좋은 재료와 질좋은 올리브유를 항상 유지 하도록 최선의 노력을 다하겠습니다또 뵙겠습니다매산세류점 점주 올림,https://rev-static.yogiyo.co.kr/2e79aa2a32e7704230e8f0aebaf77081_tn.jpg
2021년 10월 22일,권선동,BBQ-수원매산세류점,mo**님,2021년 10월 22일,"황금올리브 반마리/1,황올한 깐풍치킨 반마리/1",감사합니다 잘 먹겠습니다,5,5,5,님 저희 치킨을 이용해주셔서 너무너무 감사드립니다소중한 시간 내주셔서 최고의 별점으로 응원해주셔서 너무 너무 감동입니다앞으로도 고객님이 맛있는 치킨이 생각나실때 믿고 찾으실수 있도록정말 최선을 다해 노력하겠습니다다음주문시 아이디와 리뷰이벤트 선물선택해서  적어주시면 이벤트 선물 같이보내드릴께요항상 건강유의 하시고 오늘도 즐거운 하루 보내세요매산세류점 점주 올림,https://rev-static.yogiyo.co.kr/49e0ca8dcdfc879c30f4e861fb356174_tn.jpg
2021년 10월 22일,권선동,BBQ-수원매산세류점,sy**님,2021년 10월 22일,"황금올리브 반마리/1,오리지날 양념치킨 반마리/1",너무맛ㅇㅆ어요옹 배달도빠르고 리뷰참여!,5,5,5,님 고객님의 리뷰로 기분업입니다언제나 고객님이 치킨이 생각날때 앞으로도 저희 매산세류점이 책임지겠습니다최고로 맛있는 치킨으로요리뷰이벤 계속알죠다음주문시까지 잘준비하고 있다가 정성스럽게 조리해서맛있는 치킨 보내드릴께요하트하트즐겁고 행복한 날 되세요매산세류점 점주 올림,https://rev-static.yogiyo.co.kr/ecc0b3ccd311d3707018ee250757b46b_tn.jpg
2021년 10월 22일,권선동,BBQ-수원매산세류점,06**님,2021년 10월 22일,오리지날 양념치킨/1,항상 여기서만 시켜먹어요 맛있어요,5,5,5,님 저희 매산세류점 찐찐 고객님 의 리뷰는 항상 행복하고 힘이납니다저희 매장 근무자들이 외식분야에 년이상 오랜경험을 가지고 있습니다제대로된 맛있는 치킨을 앞으로도 정성스럽게 만들어 전송해드릴께요즐겁고 행복한 날 되시고요 차가워지는 날씨에 건강 유의하세요매산세류점 점주 올림,이미지는 없어요
2021년 10월 21일,권선동,BBQ-수원매산세류점,sr**님,2021년 10월 21일,황금올리브（반반）/1,잘 먹고갑니닿ㅎㅎㅎㅎ,5,5,5,님 너무 맛있는 리뷰 감사감사드려요맛있게 드셔주셔서 너무 행복합니다너무 잘찍어주신 사진은 감동입니다앞으로도 치킨이 생각날때 또 찾아주세요 정성스럽게 조리해서맛있는 치킨 보내드릴께요좋은 고객님들 덕분에 늘 힘을 얻고 있습니다즐겁고 행복한 날 되세요매산세류점 점주 올림,https://rev-static.yogiyo.co.kr/c9a44511af950bd83d4802e5ce6ab4e8_tn.jpg
2021년 10월 21일,권선동,BBQ-수원매산세류점,md**님,2021년 10월 21일,"황금올리브닭다리（반반）/1,BBQ소떡/1",맛나유맛나유맛낭ㅍ맛나유,5,5,5,님 중에 매산세류점 치킨을 맛있게 드셨다는 점 너무 너무 감사드립니다저희 지점에 전 제품개발및 관리 팀장님께서 관리하고 계시거든요전제품을 메뉴얼에 입각하여 정성스럽게 조리되고 관리되고 있습니다언제든지 필요한 사항있으면 요청해주시면 성심성의껏경청하고 꼭 조치해드리겠습니다ㅎㅎ저희의 기쁨입니다오늘도 행복하고 즐거운 날 되세요매산세류점 점주올림,https://rev-static.yogiyo.co.kr/bccc8903629957901bf31689dd24ed47_tn.jpg
2021년 10월 21일,권선동,BBQ-수원매산세류점,so**님,2021년 10월 21일,핫황금올리브 크리스피/1,배달한 메뉴랑 다른 게 왔는데 눈치채지 못하고 먹은 사람입니다. 사장님께서 침착하고 친절하게 대응해주셔서 너무 감사했어요. 맛이랑 양은 말할 필요도 없이 최고였습니다. 장사 대박나세요 사장님!,5,5,5,님 아이고 너무너무 송구 합니다저희가 제품을 잘못 배송해 드려서 불편하셨을텐데 너그러운 마음으로 이해해 주시고 맛있게 드셔 주셔서 감사감사 드립니다 다음부터는 정신 차리고 다시는 실수 없도록 최선을 다하겠습니다저희가 실수가 있었는데도 이렇게 좋은 평점과 좋은 글 적어 주심에 다시 한번 감사 인사 올립니다 저희 비비큐매산세류점은 비비큐 본사 상품을 종괄하셨던 이사님께서 직접 조리하고 계시기 때문에 품질은 타점포 대비 월등하다고 자부하고 있습니다앞으로도 더 잘하는 매장되도록 최선을 다하겠습니다꾸벅,https://rev-static.yogiyo.co.kr/4c8c9474295c86593dd702abd81bdfaa_tn.jpg
2021년 10월 20일,권선동,BBQ-수원매산세류점,fi**님,2021년 10월 20일,오리지널 콤보반반（황금올리브＋크리스피）/1,겉바속촉 잘튀겨낸 치킨. 안에는 육즙이 흐르는 신선함까지! 맛있게 잘먹었습니다~,4,4,4,님 저희 매산세류점을 이용해주셔서 너무 감사드립니다앞으로 더욱더 노력해서 고객님의 남은 별하나의 아쉬움을 채울 수 있도록할께요 나중에 아쉬움을 알려주시면 저희가 개선하는데 많은 도움이 될것 같아요앞으로도 고객님이 맛있는 치킨이 생각나실때 믿고 찾으실수 있도록정말 최선을 다해 노력하겠습니다다음주문시 아이디와 리뷰이벤트라고 적어주시면 이벤트 선물 같이보내드릴께요항상 건강유의 하시고 오늘도 즐거운 하루 보내세요매산세류점 점주 올림,https://rev-static.yogiyo.co.kr/a8fd688f9dd2d06df6396983ef548879_tn.jpg
2021년 10월 20일,권선동,BBQ-수원매산세류점,pi**님,2021년 10월 20일,핫 황금올리브 콤보반반（블랙페퍼＋찐킹소스）/1,너무 맛잇어요 치킨은. 비비큐,5,5,5,님 저희 치킨을 이용해주셔서 너무너무 감사드립니다소중한 시간 내주셔서 최고의 별점으로 응원해주셔서 너무 너무 감동입니다앞으로도 고객님이 맛있는 치킨이 생각나실때 믿고 찾으실수 있도록정말 최선을 다해 노력하겠습니다다음주문시 아이디와 리뷰이벤트 선물선택해서  적어주시면 이벤트 선물 같이보내드릴께요항상 건강유의 하시고 오늘도 즐거운 하루 보내세요매산세류점 점주 올림,이미지는 없어요
2021년 10월 20일,권선동,BBQ-수원매산세류점,es**님,2021년 10월 20일,"황금올리브 반마리/1(추가메뉴(BBQ닭껍데기,우유튀김)),코카-콜라 245ml/1",치킨너무맛잇엇어요마니파세엾,5,5,5,님  중에 매산세류점 치킨을 맛있게 드셨다는 칭찬 너무 너무 감사드립니다저희 지점에 전 제품개발및 관리 팀장님께서 관리하고 계시거든요전제품을 메뉴얼에 입각하여 정성스럽게 조리되고 관리되고 있습니다언제든지 필요한 사항있으면 요청해주시면 성심성의껏경청하고 꼭 조치해드리겠습니다ㅎㅎ저희의 기쁨입니다오늘도 행복하고 즐거운 날 되세요매산세류점 점주올림,이미지는 없어요
2021년 10월 20일,권선동,BBQ-수원매산세류점,cu**님,2021년 10월 20일,황금올리브닭다리/1,사진을 깜빡해 이전 사진이네요맛있게 잘 먹었습니다,5,5,0,님 저희 매산세류점을 이용해주셔서 너무 감사드립니다최고의 별점으로 응원해주셔서 넘 감사합니다앞으로도 고객님이 맛있는 치킨이 생각나실때 믿고 찾으실수 있도록정말 최선을 다해 노력하겠습니다다음주문시 아이디와 리뷰이벤트선물 선택하시고 적어주시면 이벤트 선물 같이보내드릴께요항상 건강유의 하시고 오늘도 즐거운 하루 보내세요매산세류점 점주 올림,https://rev-static.yogiyo.co.kr/28ff8d87bf17118c0568793edfcd2542_tn.jpg
2021년 10월 19일,권선동,BBQ-수원매산세류점,lh**님,2021년 10월 19일,황금올리브닭다리（반반）/1,맛있어욤 배달이 좀 느리긴했는데 이벤트 때문에 주문이 몰려서 그런 것 같았어요 굿굿구웃,5,5,4,님 저희 치킨의 맛있는 황올을 주문해주시고 소중한 시간내주셔서 리뷰 그리고 최고의 별점으로 응원해주셔서 너무 감동입니다맛있었다는 리뷰 너무 힘이 납니다감사합니다앞으로도 고객님이 맛있는 치킨이 생각날때 항상 곁에 있겠습니다정말 맛있는 치킨만 보내드릴께요ㅎㅎ  배달은 최대한 빠르게 진행될 수 있도록 최선을 다하겠습니다항상 건강유의하시고요 즐거운 날 되세요매산세류점 점주 올림,이미지는 없어요
2021년 10월 19일,권선동,BBQ-수원매산세류점,su**님,2021년 10월 19일,오리지널 콤보반반（황금올리브＋블랙페퍼）/1,여기는 맛은 물론! 사장님도 친절하시고 요청사항도 잘 들어주세요~!!,5,5,0,님 중에 매산세류점 치킨을 맛있게 드셨다는 칭찬 너무 너무 감사드립니다저희 지점에 전 제품개발및 관리 팀장님께서 관리하고 계시거든요전제품을 메뉴얼에 입각하여 정성스럽게 조리되고 관리되고 있습니다언제든지 필요한 사항있으면 요청해주시면 성심성의껏경청하고 꼭 조치해드리겠습니다ㅎㅎ저희의 기쁨입니다오늘도 행복하고 즐거운 날 되세요매산세류점 점주올림,https://rev-static.yogiyo.co.kr/52859c423ecb0ca661d361783ac8507a_tn.jpg
2021년 10월 19일,권선동,BBQ-수원매산세류점,12**님,2021년 10월 19일,핫황금올리브 블랙페퍼/1,😀😀😀😀😀😀😀😀😀😀😀😀😀😀,5,5,5,님 저희 치킨을 이용해주셔서 너무너무 감사드립니다소중한 시간 내주셔서 최고의 별점으로 응원해주셔서 너무 너무 감동입니다앞으로도 고객님이 맛있는 치킨이 생각나실때 믿고 찾으실수 있도록정말 최선을 다해 노력하겠습니다다음주문시 아이디와 리뷰이벤트 선물선택해서  적어주시면 이벤트 선물 같이보내드릴께요항상 건강유의 하시고 오늘도 즐거운 하루 보내세요매산세류점 점주 올림,이미지는 없어요
2021년 10월 19일,권선동,BBQ-수원매산세류점,le**님,2021년 10월 19일,핫황금올리브 크리스피/1,핫 황금올리브는 처음 먹어봤는데 맵지만 아주아주 맛있었어요!!매운 거 많이 안 좋아하시면 그냥 황올이 더 괜찮을 거 같아요전 맛있게 먹었습니다!!👍,5,5,0,님 저희 매산세류점 고객님의 맛있었다는 리뷰는 항상 기분이 좋습니다항상 찾아주셔서 진심으로 너무 감사드립니다매콤한 크리스피가 인기가 많습니다 늘 좋으신 고객님들과 함께 해서 행복합니다앞으로도 맛좋은 치킨으로 보답드리겠습니다행복하고 즐거운 하루 되세요매산세류점 점주 올림,https://rev-static.yogiyo.co.kr/c57e69c0ddbe9aae9407ec21c04e17f7_tn.jpg
